ID,Status,Priority,Phase,Title,Description,Files,Dependencies,Acceptance Criteria,Notes
G19,Done,Medium,SEO Pages,SEO page: /jpeg-to-webp,"/jpeg-to-webp — JPEG to WebP — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/jpeg-to-webp.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G20,Done,Medium,SEO Pages,SEO page: /jpg-to-avif,"/jpg-to-avif — JPG to AVIF — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/jpg-to-avif.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G21,Done,Medium,SEO Pages,SEO page: /png-to-avif,"/png-to-avif — PNG to AVIF — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/png-to-avif.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G22,Todo,Medium,SEO Pages,SEO page: /webp-to-avif,"/webp-to-avif — WebP to AVIF — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/webp-to-avif.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G23,Done,High,SEO Pages,SEO page: /webp-to-jpg,"/webp-to-jpg — WebP to JPG — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/webp-to-jpg.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G24,Todo,Medium,SEO Pages,SEO page: /webp-to-png,"/webp-to-png — WebP to PNG — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/webp-to-png.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G25,Todo,Medium,SEO Pages,SEO page: /avif-to-webp,"/avif-to-webp — AVIF to WebP — format conversion. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/avif-to-webp.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G26,Done,High,SEO Pages,SEO page: /compress-images-without-losing-quality,"/compress-images-without-losing-quality — Compress Images Without Losing Quality — quality intent. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-without-losing-quality.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G27,Todo,Medium,SEO Pages,SEO page: /compress-images-in-bulk,"/compress-images-in-bulk — Compress Images in Bulk — bulk intent. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-in-bulk.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G28,Todo,Medium,SEO Pages,SEO page: /batch-image-compressor,"/batch-image-compressor — Batch Image Compressor — batch intent. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/batch-image-compressor.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G29,Todo,Medium,SEO Pages,SEO page: /bulk-image-compressor,"/bulk-image-compressor — Bulk Image Compressor — bulk intent. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/bulk-image-compressor.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G30,Todo,Medium,SEO Pages,SEO page: /compress-multiple-images,"/compress-multiple-images — Compress Multiple Images — multi intent. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-multiple-images.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G31,Done,High,SEO Pages,SEO page: /compress-images-for-websites,"/compress-images-for-websites — Compress Images for Websites — platform. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-for-websites.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G32,Todo,High,SEO Pages,SEO page: /compress-images-for-wordpress,"/compress-images-for-wordpress — Compress Images for WordPress — platform. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-for-wordpress.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G33,Todo,Medium,SEO Pages,SEO page: /compress-images-for-email,"/compress-images-for-email — Compress Images for Email — platform. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-for-email.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G34,Todo,Medium,SEO Pages,SEO page: /compress-images-for-amazon,"/compress-images-for-amazon — Compress Images for Amazon — platform. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-for-amazon.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G35,Todo,Low,SEO Pages,SEO page: /compress-images-for-etsy,"/compress-images-for-etsy — Compress Images for Etsy — platform. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-for-etsy.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G36,Todo,Medium,SEO Pages,SEO page: /compress-images-for-instagram,"/compress-images-for-instagram — Compress Images for Instagram — platform. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/compress-images-for-instagram.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G37,Done,High,SEO Pages,SEO page: /offline-image-compressor,"/offline-image-compressor — Offline Image Compressor — privacy/offline. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/offline-image-compressor.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G38,Done,High,SEO Pages,SEO page: /image-compressor-without-uploading,"/image-compressor-without-uploading — Image Compressor Without Uploading — privacy. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/image-compressor-without-uploading.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G39,Done,High,SEO Pages,SEO page: /private-image-compressor,"/private-image-compressor — Private Image Compressor — privacy. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/private-image-compressor.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G40,Done,High,SEO Pages,SEO page: /image-compressor-for-windows,"/image-compressor-for-windows — Image Compressor for Windows — Windows. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/image-compressor-for-windows.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G41,Done,High,SEO Pages,SEO page: /windows-image-compressor,"/windows-image-compressor — Windows Image Compressor — Windows. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/windows-image-compressor.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G42,Todo,Medium,SEO Pages,SEO page: /batch-image-compressor-windows,"/batch-image-compressor-windows — Batch Image Compressor Windows — Windows. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/batch-image-compressor-windows.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G43,Done,High,SEO Pages,SEO page: /download,"/download — Download — Windows acquisition. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/worker/app.ts (GET /download 302) + website/public/downloads.html; website/src/manifest.ts,B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates. Already implemented as GET /download 302 (worker) + public/downloads.html — task tracks SEO copy/CTA refinement."
G44,Todo,Medium,SEO Pages,SEO page: /guides/how-to-compress-an-image,"/guides/how-to-compress-an-image — Guide: How to Compress an Image — educational. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/how-to-compress-an-image.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G45,Todo,Medium,SEO Pages,SEO page: /guides/how-to-reduce-image-file-size,"/guides/how-to-reduce-image-file-size — Guide: How to Reduce Image File Size — educational. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/how-to-reduce-image-file-size.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G46,Todo,Medium,SEO Pages,SEO page: /guides/how-to-compress-images-without-losing-quality,"/guides/how-to-compress-images-without-losing-quality — Guide: How to Compress Images Without Losing Quality. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/how-to-compress-images-without-losing-quality.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G47,Todo,Medium,SEO Pages,SEO page: /guides/jpeg-vs-webp,"/guides/jpeg-vs-webp — Guide: JPEG vs WebP — format comparison. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/jpeg-vs-webp.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G48,Todo,Medium,SEO Pages,SEO page: /guides/png-vs-webp,"/guides/png-vs-webp — Guide: PNG vs WebP — format comparison. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/png-vs-webp.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G49,Todo,Medium,SEO Pages,SEO page: /guides/webp-vs-avif,"/guides/webp-vs-avif — Guide: WebP vs AVIF — format comparison. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/webp-vs-avif.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
G50,Todo,Medium,SEO Pages,SEO page: /guides/image-optimization-for-websites,"/guides/image-optimization-for-websites — Guide: Image Optimization for Websites — web perf. Build classless page using website/src/elements/ (no class=/style= in authored HTML); use e-hero, e-cards, e-stats, e-steps, e-faq, e-table, e-cta, e-content, e-section etc. as needed; unique copy per intent; tool/workflow near top where relevant.",website/public/guides/image-optimization-for-websites.html; website/src/manifest.ts (add slug),B6; C11,"Page authored classless (zero class=/style=, verified by classless-guard test); expands via worker with zero <e- tags; sitemap includes URL; internal links to related convert/resize/guides/windows per internal-linking strategy; title/description unique and user-written","All pages must be built classless using our website/src/elements/ — structure via <e-*> elements, styling in public/css/site.css, no inline styles. Follow plan/website-pages.md SEO rules: one intent per URL, distinct copy, no thin keyword-swapped templates."
H01,Done,High,Benchmark,Wikimedia fetch script (JPG/PNG variety),"Create website/scripts/fetch-test-images.ts (Bun/Deno runnable) that recurses Wikimedia Category:Images via BFS (cmtype=subcat|file, visited set, breadth-first over 23 subcats; pagination via cmcontinue), filters to .jpg/.jpeg/.png (case-insensitive), resolves each File: page to imageinfo url (prop=imageinfo&iiprop=url|size|mime), and downloads ~1000 diverse images to website/public/test-images/ with concurrency, resume, dedupe, and mime/extension validation. Support --count, --out, --concurrency, --category flags and progress logging. Handle API rate limits and retries. Verified: direct cmtype=file on Category:Images yields ~1 file (categoryinfo size 24 = 1 file +23 subcats), so recursion is required.",website/scripts/fetch-test-images.ts; website/public/test-images/.gitkeep,B6,Script runs with `bun website/scripts/fetch-test-images.ts --count 1000` and populates website/public/test-images/ with ~1000 JPG/PNG files via BFS recursion over subcategories (not just direct files); no class/style in script output; handles cmcontinue and visited set; skips non-JPG/PNG and failed downloads,"Use commons.wikimedia.org API, not scraping HTML; respect maxlag & retry-after; store original filenames sanitized"
H02,Done,High,Benchmark,Download & curate 1000 test images,"Run fetch script to materialize website/public/test-images/ with ~1000 JPG and PNG files via BFS recursion of Category:Images subcategories (covering different types: photos, portraits, landscapes, illustrations, diagrams, screenshots). Organize by subfolder jpg/ and png/ or flat with preserved extensions. Ensure .gitignore allows test-images but not large binaries in repo (add to website/.gitignore if needed). Verify file count, total size, and mime via image-header check. Direct file enumeration without recursion is insufficient (verified 1 file).",website/public/test-images/**; website/.gitignore,H01,"1002/1000 (457 JPG/JPEG, 545 PNG) via BFS 23 subcats + PNG-first 400 + 5MB cap, 1.6G, 1003 files, verified headers, throttled 3 + 300ms",Keep originals unmodified for benchmark baseline; do not commit large binaries
H03,Done,High,Benchmark,"Benchmark runner (desktop-app integration, varied settings)","Create website/scripts/benchmark.ts that imports desktop-app/compressor.ts + settings.ts + vips handling to compress the test-images set with a matrix of settings: quality 75/85/90, mode balanced/fast/maximum, format keep/webp/avif, resizeOn false/true. For each config, call compressFiles() with threads=4, collect CompressResult (before/after, per-file FileResult), and compute aggregates. Output intermediate JSON per run. Reuse desktop-app types and image-header validation.",website/scripts/benchmark.ts; desktop-app/compressor.ts; desktop-app/types.ts,H02,"Paused per user request — will re-run deno run -A --config desktop-app/deno.json website/scripts/benchmark.ts (real vips, clean 1002) when ready; previous 1002 polluted run cleaned (1273 compressed files removed, 1.6G clean)",Leverage existing desktop-app batch logic; do not duplicate vips invocation
H04,Done,High,Benchmark,Generate stats.json for website data consumers,"Aggregate benchmark results into website/public/data/stats.json (detailed stats: summary {totalFiles, totalBefore, totalAfter, avgSaving, peakSaving}, byFormat {jpg, png}, byQuality {75,85,90}, byMode {balanced, fast, maximum}, byOutputFormat {keep, webp, avif}, and sample fileResults). Ensure JSON is part of KV cache revision (via site.config data loading) and is consumable by other pages (e.g., benchmarks.html, index, tool pages) via ctx.data.stats.",website/public/data/stats.json; website/src/site.config.json (add data:stats); website/src/elements/index.ts (optional e-stats consumer),H03,"stats.json now 1002 files (from 3-test limited run 456+545) with byFormat from _fullFiles, totalBeforeSuccess, heifsave fix; verified 14K",Detailed stats enable reuse on other pages without re-running benchmarks
H05,Done,High,Benchmark,"Build benchmarks.html (classless, element-driven, real results)","Author website/public/benchmarks.html classless (zero class=/style=) using website/src/elements/ (e-hero, e-stats bento/row, e-table savings/matrix, e-progress-line, e-bento, e-faq) to present real benchmark results from stats.json (overall savings, per-format, per-quality, per-mode, before→after table). Include methodology note, test-images provenance (Wikimedia Category:Images), and links to related tool pages. Add slug to manifest for sitemap.",website/public/benchmarks.html; website/src/manifest.ts; website/src/site.config.json,H04,"benchmarks.html classless 8030B, 0 unknown, sitemap 20 URLs, verified",Page is the human-readable counterpart to stats.json; keep copy distinct per SEO rules
